meta_score,title,platform,date,user_score,link,esrb_rating,developers,genres
80.0,Renegade Ops,PS3,"Sep 13, 2011",7.1,/game/playstation-3/renegade-ops,T,['Avalanche Studios'],"['Action', 'General', 'General', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']"
54.0,Rise of Nightmares,X360,"Sep 6, 2011",7.7,/game/xbox-360/rise-of-nightmares,M,['Sega'],"['Action Adventure', 'Horror', 'Horror', 'Survival']"
60.0,Captain America: Super Soldier,X360,"Jul 19, 2011",6.7,/game/xbox-360/captain-america-super-soldier,T,['Next Level Games'],"['Action', 'Action Adventure', 'General', 'General']"
61.0,Captain America: Super Soldier,PS3,"Jul 19, 2011",7.4,/game/playstation-3/captain-america-super-soldier,T,['Next Level Games'],"['Action', 'Action Adventure', 'General', 'General']"
57.0,Captain America: Super Soldier,WII,"Jul 19, 2011",7.2,/game/wii/captain-america-super-soldier,T,['High Voltage Software'],"['Action', 'Action Adventure', 'General', 'General']"
66.0,Virtua Tennis 4,PC,"Jun 24, 2011",7.2,/game/pc/virtua-tennis-4,E,['Sega'],"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']"
70.0,SEGA Rally Online Arcade,PS3,"Jun 1, 2011",7.5,/game/playstation-3/sega-rally-online-arcade,E,['Sumo Digital'],"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']"
70.0,SEGA Rally Online Arcade,X360,"May 18, 2011",5.6,/game/xbox-360/sega-rally-online-arcade,E,['Sumo Digital'],"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']"
69.0,Virtua Tennis 4,PS3,"May 10, 2011",6.6,/game/playstation-3/virtua-tennis-4,E,['Sega'],"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']"
70.0,Virtua Tennis 4,X360,"May 10, 2011",6.5,/game/xbox-360/virtua-tennis-4,E,['Sega'],"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']"
65.0,Virtua Tennis 4,WII,"May 10, 2011",7.5,/game/wii/virtua-tennis-4,E,['Sega'],"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']"
39.0,Thor: God of Thunder,PS3,"May 3, 2011",4.5,/game/playstation-3/thor-god-of-thunder,T,['Liquid Entertainment'],"['Action', 'General', 'General', ""Beat-'Em-Up"", '3D']"
38.0,Thor: God of Thunder,X360,"May 3, 2011",5.7,/game/xbox-360/thor-god-of-thunder,T,['Liquid Entertainment'],"['Action', 'General', 'General', ""Beat-'Em-Up"", '3D']"
64.0,Thor: God of Thunder,DS,"May 3, 2011",8.0,/game/ds/thor-god-of-thunder,E10+,['WayForward'],"['Action', 'General', 'General', ""Beat-'Em-Up"", '3D']"
56.0,Thor: God of Thunder,WII,"May 3, 2011",7.6,/game/wii/thor-god-of-thunder,T,['Red Fly Studio'],"['Action', 'General', 'General', ""Beat-'Em-Up"", '3D']"
64.0,Conduit 2,WII,"Apr 19, 2011",7.7,/game/wii/conduit-2,T,['High Voltage Software'],"['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']"
55.0,Super Monkey Ball 3D,3DS,"Mar 27, 2011",5.4,/game/3ds/super-monkey-ball-3d,E,['Sega'],"['Action', 'General', 'General']"
78.0,Yakuza 4,PS3,"Mar 15, 2011",8.1,/game/playstation-3/yakuza-4,M,['Ryu ga Gotoku Studios'],"['Action Adventure', 'Modern', 'Modern', 'Open-World']"
90.0,Total War: Shogun 2,PC,"Mar 15, 2011",8.3,/game/pc/total-war-shogun-2,T,['Creative Assembly'],"['Strategy', 'Turn-Based', 'Historic', 'General', 'Historic']"
53.0,Dreamcast Collection,X360,"Feb 22, 2011",5.4,/game/xbox-360/dreamcast-collection,T,['Sega'],"['Miscellaneous', 'Compilation', 'Compilation']"
77.0,Football Manager Handheld 2011,PSP,"Dec 6, 2010",6.7,/game/psp/football-manager-handheld-2011,E,['Sports Interactive'],"['Sports', 'Traditional', 'Team', 'Soccer', 'Management', 'Management']"
59.0,Crazy Taxi,X360,"Nov 24, 2010",7.2,/game/xbox-360/crazy-taxi,E10+,['Hitmaker'],"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']"
79.0,Sonic Colors,DS,"Nov 16, 2010",8.1,/game/ds/sonic-colors,E,['Dimps Corporation'],"['Action', 'Platformer', 'Platformer', '2D', '2D', '3D']"
78.0,Sonic Colors,WII,"Nov 16, 2010",8.1,/game/wii/sonic-colors,E,['Sonic Team'],"['Action', 'Platformer', 'Platformer', '3D', '2D', '3D']"
60.0,Crazy Taxi,PS3,"Nov 16, 2010",7.4,/game/playstation-3/crazy-taxi,E10+,['Hitmaker'],"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']"
47.0,Sonic Free Riders,X360,"Nov 4, 2010",2.6,/game/xbox-360/sonic-free-riders,E,"['Sega', ' Sonic Team']","['Sports', 'Racing', 'Alternative', 'Arcade', 'Individual', 'Other', 'Other', 'Automobile']"
85.0,Football Manager 2011,PC,"Nov 4, 2010",8.3,/game/pc/football-manager-2011,E,['Sports Interactive'],"['Sports', 'Traditional', 'Team', 'Soccer', 'Management', 'Management']"
84.0,Vanquish,PS3,"Oct 19, 2010",9.5,/game/playstation-3/vanquish,M,['PlatinumGames'],"['Action', 'Shooter', 'Shooter', 'Third-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']"
84.0,Vanquish,X360,"Oct 19, 2010",9.6,/game/xbox-360/vanquish,M,['PlatinumGames'],"['Action', 'Shooter', 'Shooter', 'Third-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']"
72.0,Sonic the Hedgehog 4: Episode I,X360,"Oct 13, 2010",5.1,/game/xbox-360/sonic-the-hedgehog-4-episode-i,E,['Dimps Corporation'],"['Action', 'General', 'Platformer', 'Platformer', '2D', '2D']"
74.0,Sonic the Hedgehog 4: Episode I,PS3,"Oct 12, 2010",6.0,/game/playstation-3/sonic-the-hedgehog-4-episode-i,E,['Dimps Corporation'],"['Action', 'General', 'Platformer', '2D']"
81.0,Sonic the Hedgehog 4: Episode I,WII,"Oct 11, 2010",6.4,/game/wii/sonic-the-hedgehog-4-episode-i,E,['Sonic Team'],"['Action', 'General', 'Platformer', 'Platformer', '2D', '2D']"
50.0,Sonic Adventure,PS3,"Sep 21, 2010",7.5,/game/playstation-3/sonic-adventure,E,['Sonic Team'],"['Action', 'Platformer', 'Platformer', '3D', '3D']"
48.0,Sonic Adventure,X360,"Sep 15, 2010",7.8,/game/xbox-360/sonic-adventure,E,['Sonic Team'],"['Action', 'Platformer', 'Platformer', '3D', '3D']"
69.0,Phantasy Star Portable 2,PSP,"Sep 13, 2010",8.1,/game/psp/phantasy-star-portable-2,T,['Alfa System'],"['Role-Playing', 'Action RPG', 'Action RPG']"
83.0,Valkyria Chronicles II,PSP,"Aug 30, 2010",8.4,/game/psp/valkyria-chronicles-ii,T,['Sega'],"['Role-Playing', 'Strategy', 'Action RPG', 'Turn-Based', 'Historic', 'Historic', 'Tactics']"
58.0,Gunblade NY & L.A. Machineguns Arcade Hits Pack,WII,"Aug 30, 2010",8.0,/game/wii/gunblade-ny-la-machineguns-arcade-hits-pack,T,['Sega'],"['Action', 'Miscellaneous', 'Shooter', 'Compilation', 'Light Gun']"
75.0,Napoleon: Total War - The Peninsular Campaign,PC,"Jul 25, 2010",7.5,/game/pc/napoleon-total-war---the-peninsular-campaign,T,['Creative Assembly'],"['Strategy', 'Real-Time', 'Historic', 'General', 'Historic']"
64.0,Alpha Protocol,PS3,"Jun 1, 2010",7.0,/game/playstation-3/alpha-protocol,M,['Obsidian Entertainment'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Western-Style']"
63.0,Alpha Protocol,X360,"Jun 1, 2010",7.2,/game/xbox-360/alpha-protocol,M,['Obsidian Entertainment'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Western-Style']"
72.0,Alpha Protocol,PC,"Jun 1, 2010",7.5,/game/pc/alpha-protocol,M,['Obsidian Entertainment'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Western-Style']"
41.0,Iron Man 2,PS3,"May 4, 2010",5.1,/game/playstation-3/iron-man-2,T,['Sega Studios San Francisco'],"['Action', 'Action Adventure', 'General', 'General']"
41.0,Iron Man 2,X360,"May 4, 2010",5.8,/game/xbox-360/iron-man-2,T,['Sega Studios San Francisco'],"['Action', 'Action Adventure', 'General', 'General']"
41.0,Iron Man 2,WII,"May 4, 2010",4.3,/game/wii/iron-man-2,T,['High Voltage Software'],"['Action', 'Action Adventure', 'General', 'General']"
54.0,Iron Man 2,DS,"May 4, 2010",6.4,/game/ds/iron-man-2,E10+,['Sega Studios San Francisco'],"['Action', 'Action Adventure', 'General', 'General']"
49.0,Iron Man 2,PSP,"May 3, 2010",6.0,/game/psp/iron-man-2,T,['High Voltage Software'],"['Action', 'Action Adventure', 'General', 'General']"
75.0,After Burner Climax,PS3,"Apr 22, 2010",3.5,/game/playstation-3/after-burner-climax,E10+,['Sega AM2'],"['Simulation', 'Flight', 'Modern Jet', 'Modern Jet', 'Combat']"
72.0,After Burner Climax,X360,"Apr 21, 2010",8.7,/game/xbox-360/after-burner-climax,E10+,['Sega AM2'],"['Simulation', 'Flight', 'Modern Jet', 'Modern Jet', 'Combat']"
75.0,Infinite Space,DS,"Mar 16, 2010",8.2,/game/ds/infinite-space,T,"['PlatinumGames', ' NUDE MAKER', 'Y.K.']","['Role-Playing', 'Simulation', 'Sci-Fi', 'General', 'General', 'Large Spaceship']"
72.0,Resonance of Fate,PS3,"Mar 16, 2010",8.0,/game/playstation-3/resonance-of-fate,T,['Tri-Ace'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']"
74.0,Resonance of Fate,X360,"Mar 16, 2010",7.7,/game/xbox-360/resonance-of-fate,T,['Tri-Ace'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']"
79.0,Yakuza 3,PS3,"Mar 9, 2010",8.0,/game/playstation-3/yakuza-3,M,['Ryu ga Gotoku Studios'],"['Action Adventure', 'Modern', 'Modern', 'Open-World']"
65.0,Sonic & Sega All-Stars Racing,PC,"Mar 3, 2010",8.5,/game/pc/sonic-sega-all-stars-racing,E,['Sumo Digital'],"['Driving', 'Racing', 'Arcade', 'Kart', 'Kart', 'Automobile']"
70.0,Sonic Classic Collection,DS,"Mar 2, 2010",7.7,/game/ds/sonic-classic-collection,E,['Creative Assembly'],"['Action', 'Miscellaneous', 'Platformer', 'Compilation', 'Compilation', '2D']"
77.0,Sonic & Sega All-Stars Racing,PS3,"Feb 23, 2010",8.1,/game/playstation-3/sonic-sega-all-stars-racing,E10+,['Sumo Digital'],"['Driving', 'Racing', 'Arcade', 'Kart', 'Kart', 'Automobile']"
78.0,Sonic & Sega All-Stars Racing,WII,"Feb 23, 2010",8.2,/game/wii/sonic-sega-all-stars-racing,E10+,['Sumo Digital'],"['Driving', 'Racing', 'Arcade', 'Kart', 'Kart', 'Automobile']"
75.0,Sonic & Sega All-Stars Racing with Banjo-Kazooie,X360,"Feb 23, 2010",7.8,/game/xbox-360/sonic-sega-all-stars-racing-with-banjo-kazooie,E10+,['Sumo Digital'],"['Driving', 'Racing', 'Arcade', 'Kart', 'Kart', 'Automobile']"
78.0,Sonic & Sega All-Stars Racing,DS,"Feb 23, 2010",8.1,/game/ds/sonic-sega-all-stars-racing,E,['Sumo Digital'],"['Driving', 'Racing', 'Arcade', 'Kart', 'Kart', 'Automobile']"
81.0,Napoleon: Total War,PC,"Feb 23, 2010",7.9,/game/pc/napoleon-total-war,T,['Creative Assembly'],"['Strategy', 'Real-Time', 'Historic', 'General', 'Historic']"
65.0,Aliens vs. Predator,PS3,"Feb 16, 2010",7.5,/game/playstation-3/aliens-vs-predator,M,['Rebellion'],"['Action', 'General', 'Shooter', 'First-Person', 'Sci-Fi', 'Arcade']"
64.0,Aliens vs. Predator,X360,"Feb 16, 2010",7.4,/game/xbox-360/aliens-vs-predator,M,['Rebellion'],"['Action', 'General', 'Shooter', 'First-Person', 'Sci-Fi', 'Arcade']"
68.0,Aliens vs. Predator,PC,"Feb 16, 2010",7.4,/game/pc/aliens-vs-predator,M,['Rebellion'],"['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']"
59.0,Super Monkey Ball: Step & Roll,WII,"Feb 9, 2010",6.8,/game/wii/super-monkey-ball-step-roll,E,['Sega'],"['Action', 'General', 'General']"
57.0,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PC,"Jan 15, 2010",3.5,/game/pc/vancouver-2010---the-official-video-game-of-the-olympic-winter-games,E,"['Eurocom Entertainment Software', ' Eurocom']","['Sports', 'Olympic Sports', 'Olympic Sports', 'Individual', 'Athletics']"
63.0,Sands of Destruction,DS,"Jan 12, 2010",7.9,/game/ds/sands-of-destruction,T,"['Image Epoch', ' Imageepoch']","['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']"
54.0,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360,"Jan 12, 2010",6.7,/game/xbox-360/vancouver-2010---the-official-video-game-of-the-olympic-winter-games,E,"['Eurocom Entertainment Software', ' Eurocom']","['Sports', 'Olympic Sports', 'Olympic Sports', 'Individual', 'Athletics']"
56.0,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PS3,"Jan 12, 2010",5.8,/game/playstation-3/vancouver-2010---the-official-video-game-of-the-olympic-winter-games,E,"['Eurocom Entertainment Software', ' Eurocom']","['Sports', 'Olympic Sports', 'Olympic Sports', 'Individual', 'Athletics']"
87.0,Bayonetta,PS3,"Jan 5, 2010",7.7,/game/playstation-3/bayonetta,M,"['PlatinumGames', ' Nex Entertainment']","['Action', 'Action Adventure', ""Beat-'Em-Up"", 'Fantasy', ""Beat-'Em-Up"", 'Linear']"
90.0,Bayonetta,X360,"Jan 5, 2010",8.1,/game/xbox-360/bayonetta,M,['PlatinumGames'],"['Action', 'Action Adventure', ""Beat-'Em-Up"", 'Fantasy', ""Beat-'Em-Up"", 'Linear']"
69.0,Football Manager Handheld 2010,PSP,"Dec 22, 2009",6.4,/game/psp/football-manager-handheld-2010,E,['Sports Interactive'],"['Sports', 'Traditional', 'Team', 'Soccer', 'Management', 'Management']"
53.0,Planet 51 The Game,WII,"Nov 17, 2009",5.8,/game/wii/planet-51-the-game,E,['Pyro Studios'],"['Action', 'Action Adventure', 'General', 'General']"
56.0,Jambo! Safari: Animal Rescue,WII,"Nov 17, 2009",6.2,/game/wii/jambo!-safari-animal-rescue,E,['Full Fat'],"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']"
71.0,Phantasy Star Zero,DS,"Nov 10, 2009",7.8,/game/ds/phantasy-star-zero,E10+,['Sonic Team'],"['Role-Playing', 'Action RPG', 'Action RPG']"
87.0,Football Manager 2010,PC,"Nov 3, 2009",8.7,/game/pc/football-manager-2010,E,['Sports Interactive'],"['Sports', 'Traditional', 'Team', 'Soccer', 'Management', 'Management']"
76.0,Mario & Sonic at the Olympic Winter Games,DS,"Oct 13, 2009",8.0,/game/ds/mario-sonic-at-the-olympic-winter-games,E,"['Sega', ' Sega Sports R&D']","['Sports', 'Olympic Sports', 'Olympic Sports', 'Individual', 'Athletics']"
72.0,Mario & Sonic at the Olympic Winter Games,WII,"Oct 13, 2009",7.5,/game/wii/mario-sonic-at-the-olympic-winter-games,E,"['Sega', ' Sega Sports R&D']","['Sports', 'Olympic Sports', 'Olympic Sports', 'Individual', 'Athletics']"
59.0,Bleach: The 3rd Phantom,DS,"Sep 15, 2009",7.6,/game/ds/bleach-the-3rd-phantom,T,"['Sega', ' Tom Create']","['Strategy', 'Turn-Based', 'Fantasy', 'General', 'Fantasy']"
69.0,Sonic & Knuckles,X360,"Sep 9, 2009",8.8,/game/xbox-360/sonic-knuckles,E,['Sonic Team'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
69.0,The Conduit,WII,"Jun 23, 2009",8.1,/game/wii/the-conduit,T,['High Voltage Software'],"['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']"
70.0,Let's TAP,WII,"Jun 12, 2009",6.7,/game/wii/lets-tap,E,['Prope'],"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
71.0,Gunstar Heroes,PS3,"Jun 11, 2009",7.8,/game/playstation-3/gunstar-heroes,E10+,['Backbone Entertainment'],"['Action', 'Shooter', 'Platformer', 'Shooter', 'Scrolling', '2D', 'Scrolling', ""Shoot-'Em-Up"", 'Horizontal']"
79.0,Gunstar Heroes,X360,"Jun 10, 2009",7.9,/game/xbox-360/gunstar-heroes,E10+,['Backbone Entertainment'],"['Action', 'Shooter', 'Platformer', 'Shooter', 'Scrolling', '2D', 'Scrolling', ""Shoot-'Em-Up"", 'Horizontal']"
56.0,Shinobi,X360,"Jun 10, 2009",7.5,/game/xbox-360/shinobi,E10+,['Backbone Entertainment'],"['Action', 'General', 'Platformer', '2D']"
79.0,Sonic the Hedgehog 3,X360,"Jun 10, 2009",8.8,/game/xbox-360/sonic-the-hedgehog-3,E,['Backbone Entertainment'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
40.0,Altered Beast,X360,"Jun 10, 2009",6.7,/game/xbox-360/altered-beast,E10+,['Backbone Entertainment'],"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D']"
71.0,Comix Zone,X360,"Jun 10, 2009",8.2,/game/xbox-360/comix-zone,E,['Backbone Entertainment'],"['Action', ""Beat-'Em-Up"", 'Platformer', ""Beat-'Em-Up"", '2D']"
64.0,Phantasy Star II,X360,"Jun 10, 2009",6.6,/game/xbox-360/phantasy-star-ii,E,['Backbone Entertainment'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']"
70.0,Virtua Tennis 2009,PS3,"Jun 9, 2009",6.6,/game/playstation-3/virtua-tennis-2009,E,['Sumo Digital'],"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']"
70.0,Virtua Tennis 2009,X360,"Jun 9, 2009",6.3,/game/xbox-360/virtua-tennis-2009,E,['Sumo Digital'],"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']"
68.0,Virtua Tennis 2009,PC,"Jun 9, 2009",6.3,/game/pc/virtua-tennis-2009,E,['Sumo Digital'],"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']"
73.0,Virtua Tennis 2009,WII,"Jun 9, 2009",7.3,/game/wii/virtua-tennis-2009,E,['Sumo Digital'],"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']"
73.0,Virtual-On: Oratorio Tangram Ver.5.66,X360,"Apr 29, 2009",8.3,/game/xbox-360/virtual-on-oratorio-tangram-ver566,E10+,['Sega AM3'],"['Action', 'Fighting', 'Fighting', '3D', '3D']"
79.0,OutRun Online Arcade,X360,"Apr 15, 2009",8.2,/game/xbox-360/outrun-online-arcade,E,['Sumo Digital'],"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']"
51.0,Stormrise,PS3,"Mar 24, 2009",5.1,/game/playstation-3/stormrise,M,['Creative Assembly'],"['Strategy', 'Real-Time', 'Sci-Fi', 'Sci-Fi', 'General']"
48.0,Stormrise,X360,"Mar 24, 2009",6.6,/game/xbox-360/stormrise,M,['Creative Assembly'],"['Strategy', 'Real-Time', 'Sci-Fi', 'Sci-Fi', 'General']"
42.0,Stormrise,PC,"Mar 24, 2009",4.9,/game/pc/stormrise,M,['Creative Assembly'],"['Strategy', 'Real-Time', 'Sci-Fi', 'Sci-Fi', 'General']"
81.0,MadWorld,WII,"Mar 10, 2009",8.6,/game/wii/madworld,M,['PlatinumGames'],"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '3D']"
90.0,Empire: Total War,PC,"Mar 3, 2009",7.0,/game/pc/empire-total-war,T,['Creative Assembly'],"['Strategy', 'Real-Time', 'Historic', 'General', 'Historic']"
64.0,Phantasy Star Portable,PSP,"Mar 3, 2009",7.8,/game/psp/phantasy-star-portable,T,['Alfa System'],"['Role-Playing', 'Action RPG', 'Action RPG']"
54.0,Sonic and the Black Knight,WII,"Mar 3, 2009",7.1,/game/wii/sonic-and-the-black-knight,E10+,['Sonic Team'],"['Action', 'Adventure', 'Platformer', 'Fantasy', 'Third-Person', 'Fantasy', '3D']"
78.0,The House of the Dead: Overkill,WII,"Feb 10, 2009",8.6,/game/wii/the-house-of-the-dead-overkill,M,['Headstrong Games'],"['Action', 'Shooter', 'Shooter', 'Light Gun', 'Light Gun']"
79.0,Sonic's Ultimate Genesis Collection,X360,"Feb 10, 2009",7.8,/game/xbox-360/sonics-ultimate-genesis-collection,E10+,['Backbone Entertainment'],"['Miscellaneous', 'Compilation', 'Compilation']"
80.0,Sonic's Ultimate Genesis Collection,PS3,"Feb 10, 2009",7.9,/game/playstation-3/sonics-ultimate-genesis-collection,E10+,['Backbone Entertainment'],"['Miscellaneous', 'Compilation', 'Compilation']"
54.0,Sonic Unleashed,PS3,"Dec 9, 2008",8.3,/game/playstation-3/sonic-unleashed,E10+,['Sonic Team'],"['Action', 'General', 'Platformer', '2D', '3D']"
67.0,Nancy Drew: The White Wolf of Icicle Creek,WII,"Dec 2, 2008",8.2,/game/wii/nancy-drew-the-white-wolf-of-icicle-creek,E,['Her Interactive'],"['Adventure', 'First-Person', 'General', 'Point-and-Click', 'Modern']"
60.0,Sonic Unleashed,X360,"Nov 20, 2008",8.5,/game/xbox-360/sonic-unleashed,E10+,['Sonic Team'],"['Action', 'General', 'Platformer', 'Platformer', '3D', '2D', '3D']"
66.0,Sonic Unleashed,WII,"Nov 18, 2008",7.3,/game/wii/sonic-unleashed,E10+,['Sonic Team'],"['Action', 'Platformer', 'Platformer', '3D', '2D', '3D']"
66.0,Sonic Unleashed,PS2,"Nov 18, 2008",7.2,/game/playstation-2/sonic-unleashed,E10+,['Sonic Team'],"['Action', 'General']"
83.0,Worldwide Soccer Manager 2009,PC,"Nov 18, 2008",7.4,/game/pc/worldwide-soccer-manager-2009,E,['Sports Interactive'],"['Sports', 'Traditional', 'Team', 'Soccer', 'Management', 'Management']"
86.0,Valkyria Chronicles,PS3,"Nov 4, 2008",8.7,/game/playstation-3/valkyria-chronicles,T,['Sega'],"['Role-Playing', 'Strategy', 'Action RPG', 'Turn-Based', 'General', 'General', 'Historic', 'Tactics']"
45.0,Golden Axe: Beast Rider,X360,"Oct 14, 2008",5.9,/game/xbox-360/golden-axe-beast-rider,M,['Secret Level'],"['Action', 'General', 'General']"
44.0,Golden Axe: Beast Rider,PS3,"Oct 14, 2008",5.7,/game/playstation-3/golden-axe-beast-rider,M,['Secret Level'],"['Action', 'General', 'General']"
82.0,Bleach: Dark Souls,DS,"Oct 7, 2008",7.8,/game/ds/bleach-dark-souls,T,['Treasure'],"['Action', 'Fighting', 'Fighting', '2D', '2D']"
74.0,Sonic Chronicles: The Dark Brotherhood,DS,"Sep 30, 2008",6.9,/game/ds/sonic-chronicles-the-dark-brotherhood,E,['BioWare'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']"
61.0,Dinosaur King,DS,"Sep 23, 2008",7.9,/game/ds/dinosaur-king,E,['Climax Entertainment'],"['Role-Playing', 'Strategy', 'General', 'General', 'General']"
68.0,Samba de Amigo,WII,"Sep 23, 2008",8.1,/game/wii/samba-de-amigo,E,['Gearbox Software'],"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']"
77.0,Yakuza 2,PS2,"Sep 9, 2008",8.7,/game/playstation-2/yakuza-2,M,['Amusement Vision'],"['Action Adventure', 'Modern']"
60.0,Space Siege,PC,"Aug 12, 2008",6.2,/game/pc/space-siege,T,['Gas Powered Games'],"['Role-Playing', 'Action RPG', 'Action RPG']"
52.0,Beijing 2008: The Official Video Game of the Olympic Games,PC,"Aug 4, 2008",4.1,/game/pc/beijing-2008-the-official-video-game-of-the-olympic-games,E,"['Eurocom Entertainment Software', ' Eurocom']","['Sports', 'Olympic Sports', 'Olympic Sports', 'Individual', 'Athletics']"
60.0,Beijing 2008 - The Official Video Game of the Olympic Games,X360,"Jul 8, 2008",6.5,/game/xbox-360/beijing-2008---the-official-video-game-of-the-olympic-games,E,"['Eurocom Entertainment Software', ' Eurocom']","['Sports', 'Olympic Sports', 'Olympic Sports', 'Individual', 'Athletics']"
58.0,Beijing 2008 - The Official Video Game of the Olympic Games,PS3,"Jul 8, 2008",5.7,/game/playstation-3/beijing-2008---the-official-video-game-of-the-olympic-games,E,"['Eurocom Entertainment Software', ' Eurocom']","['Sports', 'Olympic Sports', 'Olympic Sports', 'Individual', 'Athletics']"
51.0,Happy Tree Friends: False Alarm,X360,"Jun 25, 2008",5.8,/game/xbox-360/happy-tree-friends-false-alarm,M,['Stainless Games'],"['Action', 'General', 'General']"
33.0,The Incredible Hulk,PC,"Jun 10, 2008",4.6,/game/pc/the-incredible-hulk,T,['Edge of Reality'],"['Action', 'Action Adventure', 'General', 'General']"
50.0,The Incredible Hulk,PS2,"Jun 5, 2008",6.3,/game/playstation-2/the-incredible-hulk,T,['Edge of Reality'],"['Action', 'General']"
55.0,The Incredible Hulk,PS3,"Jun 5, 2008",7.3,/game/playstation-3/the-incredible-hulk,T,['Edge of Reality'],"['Action', 'Action Adventure', 'General', 'General']"
55.0,The Incredible Hulk,X360,"Jun 5, 2008",6.7,/game/xbox-360/the-incredible-hulk,T,['Edge of Reality'],"['Action', 'Action Adventure', 'General', 'General']"
46.0,The Incredible Hulk,WII,"Jun 5, 2008",6.0,/game/wii/the-incredible-hulk,T,['Edge of Reality'],"['Action', 'Action Adventure', 'General', 'General']"
32.0,Iron Man,PC,"May 6, 2008",2.7,/game/pc/iron-man,T,['Artificial Mind and Movement'],"['Action', 'Action Adventure', 'General', 'General']"
45.0,Iron Man,X360,"May 2, 2008",5.8,/game/xbox-360/iron-man,T,['Secret Level'],"['Action', 'Action Adventure', 'General', 'General']"
42.0,Iron Man,PS3,"May 2, 2008",6.0,/game/playstation-3/iron-man,T,['Secret Level'],"['Action', 'Action Adventure', 'General', 'General']"
44.0,Iron Man,WII,"May 2, 2008",6.1,/game/wii/iron-man,T,['Artificial Mind and Movement'],"['Action', 'Action Adventure', 'General', 'General']"
47.0,Iron Man,PS2,"May 2, 2008",5.4,/game/playstation-2/iron-man,T,['Artificial Mind and Movement'],"['Action', 'General']"
56.0,Iron Man,DS,"May 2, 2008",5.4,/game/ds/iron-man,E10+,['Artificial Mind and Movement'],"['Action', 'Action Adventure', 'General', 'General']"
44.0,Iron Man,PSP,"May 2, 2008",6.3,/game/psp/iron-man,T,['Artificial Mind and Movement'],"['Action', 'Action Adventure', 'General', 'General']"
66.0,Universe at War: Earth Assault,X360,"Mar 25, 2008",8.5,/game/xbox-360/universe-at-war-earth-assault,T,['Petroglyph'],"['Strategy', 'Real-Time', 'Sci-Fi', 'Sci-Fi', 'General']"
65.0,Viking: Battle for Asgard,PS3,"Mar 25, 2008",7.1,/game/playstation-3/viking-battle-for-asgard,M,['Creative Assembly'],"['Action', 'Action Adventure', 'General', 'General', 'Fantasy']"
68.0,Viking: Battle for Asgard,X360,"Mar 25, 2008",8.1,/game/xbox-360/viking-battle-for-asgard,M,['Creative Assembly'],"['Action', 'Action Adventure', 'General', 'Fantasy', 'General', 'Fantasy']"
82.0,Condemned 2: Bloodshot,PS3,"Mar 18, 2008",7.9,/game/playstation-3/condemned-2-bloodshot,M,['Monolith Productions'],"['Action Adventure', 'Horror', 'Horror', 'Survival']"
67.0,Sega Superstars Tennis,PS3,"Mar 18, 2008",7.6,/game/playstation-3/sega-superstars-tennis,E10+,['Sumo Digital'],"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']"
